-0.294778,0.751270,1.882207
-0.361895,0.569741,1.836406
-0.469368,0.426169,1.710744
-0.212596,0.439690,1.912810
-0.553827,0.172606,1.596429
-0.105871,0.207739,2.106718
-0.472554,-0.069842,2.106718
-0.004889,-0.023893,1.534475
-0.449425,-0.130437,1.536145
0.023510,-0.074096,2.052463
-0.318187,0.147047,1.862354
-0.273031,0.074704,1.816559
-0.319709,-0.001338,1.764878
-0.200794,-0.000973,1.856652
-0.342759,-0.434814,1.670697
-0.187366,-0.471044,2.032001
-0.387641,-0.838858,1.543201
-0.225755,-0.804222,2.098188
-0.322085,-0.889413,1.455268
-0.168681,-0.856253,2.093508
-0.309782,0.748155,1.844524
-0.384382,0.568153,1.792889
-0.493849,0.423313,1.673377
-0.236423,0.441108,1.858613
-0.574209,0.170744,1.567669
-0.123418,0.211708,2.055578
-0.496560,-0.070975,2.055578
-0.012337,-0.019923,1.503026
-0.473769,-0.127844,1.505174
0.017340,-0.071036,2.034419
-0.332620,0.145147,1.820460
-0.288658,0.072657,1.772945
-0.333767,-0.004109,1.724483
-0.215898,-0.000818,1.808944
-0.344920,-0.434585,1.647582
-0.181425,-0.466664,1.974068
-0.389012,-0.838788,1.519579
-0.212546,-0.798287,2.085829
-0.324372,-0.890004,1.432504
-0.161951,-0.852862,2.086385
-0.325497,0.745379,1.809220
-0.404766,0.566717,1.754714
-0.517117,0.420596,1.640851
-0.256997,0.442317,1.811990
-0.595799,0.169084,1.544182
-0.138880,0.215388,2.009166
-0.521528,-0.071184,2.009166
-0.019734,-0.016289,1.475247
-0.500557,-0.123672,1.477450
0.013575,-0.068654,2.018523
-0.346273,0.143482,1.782197
-0.303644,0.071015,1.732809
-0.348113,-0.006759,1.685990
-0.229837,-0.000663,1.765711
-0.349233,-0.434599,1.626155
-0.178389,-0.459514,1.895097
-0.386855,-0.837942,1.499969
-0.189489,-0.779178,2.038913
-0.322804,-0.889483,1.413088
-0.139475,-0.832254,2.049103
-0.340539,0.742911,1.777341
-0.423037,0.565426,1.721240
-0.538828,0.417984,1.612599
-0.275243,0.443477,1.770664
-0.621209,0.168544,1.527949
-0.153012,0.219694,1.963786
-0.547789,-0.068128,1.963786
-0.027525,-0.012132,1.451046
-0.528373,-0.117497,1.452611
0.004309,-0.063268,1.996346
-0.359277,0.141978,1.746826
-0.318431,0.069723,1.695036
-0.362857,-0.009144,1.649054
-0.243606,-0.000302,1.724648
-0.354892,-0.434573,1.606783
-0.178601,-0.447439,1.796417
-0.382968,-0.836382,1.483146
-0.168908,-0.767077,1.997919
-0.320012,-0.888126,1.396060
-0.119877,-0.817315,1.997915
-0.354642,0.740714,1.748734
-0.439309,0.564264,1.691866
-0.558893,0.415403,1.588078
-0.291018,0.444441,1.734655
-0.647394,0.168604,1.517223
-0.164956,0.223620,1.922794
-0.573692,-0.063080,1.922794
-0.035151,-0.008351,1.429995
-0.555913,-0.109100,1.430415
-0.004825,-0.058324,1.971787
-0.371087,0.140759,1.715260
-0.331972,0.068841,1.661235
-0.377344,-0.011185,1.614582
-0.255778,0.000198,1.688514
-0.362271,-0.434518,1.589046
-0.187057,-0.424207,1.674398
-0.377232,-0.833594,1.468848
-0.130295,-0.713753,1.833950
-0.316012,-0.885395,1.381377
-0.099273,-0.782554,1.888929
-0.367741,0.738768,1.723146
-0.453862,0.563227,1.665978
-0.577494,0.413021,1.566979
-0.304721,0.445207,1.702897
-0.673557,0.169408,1.511416
-0.175015,0.226763,1.883764
-0.599288,-0.054707,1.883764
-0.042319,-0.005594,1.411121
-0.580640,-0.100986,1.407753
-0.013855,-0.053551,1.945716
-0.381786,0.139873,1.686998
-0.344449,0.068478,1.630748
-0.391145,-0.012612,1.583152
-0.266674,0.001077,1.655963
-0.369433,-0.435384,1.572378
-0.204445,-0.386374,1.541900
-0.387826,-0.831699,1.463829
-0.105808,-0.683507,1.710804
-0.331120,-0.882644,1.377746
-0.078741,-0.745893,1.743713
-0.379882,0.737045,1.700270
-0.467038,0.562289,1.643084
-0.594796,0.410812,1.548988
-0.316814,0.445838,1.674565
-0.699057,0.170856,1.509760
-0.183704,0.229343,1.848908
-0.623473,-0.045628,1.848908
-0.049183,-0.003591,1.395735
-0.603559,-0.092318,1.387884
-0.022749,-0.049538,1.919639
-0.391411,0.139211,1.661769
-0.355793,0.068423,1.603476
-0.403970,-0.013495,1.554770
-0.276390,0.002030,1.626980
-0.383788,-0.434595,1.556751
-0.222839,-0.347642,1.425884
-0.386320,-0.827794,1.457341
-0.087595,-0.650400,1.594047
-0.331537,-0.877345,1.371794
-0.064988,-0.707169,1.603592
-0.393401,0.735434,1.679195
-0.479135,0.561422,1.622931
-0.610896,0.408755,1.533906
-0.327619,0.446368,1.649018
-0.724018,0.173274,1.512250
-0.191045,0.231093,1.815952
-0.646499,-0.034834,1.815952
-0.056025,-0.003006,1.383620
-0.625236,-0.081724,1.370278
-0.030712,-0.049833,1.889149
-0.400485,0.138977,1.638816
-0.366900,0.069198,1.578346
-0.416641,-0.013171,1.528667
