-0.190889,0.364864,3.637144
-0.180589,0.181913,3.596144
-0.328685,0.136769,3.566047
-0.049891,0.126832,3.604094
-0.381422,-0.092715,3.564975
0.028311,-0.092391,3.621980
-0.420288,-0.325982,3.621980
0.073506,-0.319942,3.542405
-0.446116,-0.518283,3.526625
0.071599,-0.398728,3.520709
-0.175058,-0.150210,3.609856
-0.166631,-0.210467,3.564704
-0.228247,-0.275240,3.547743
-0.099849,-0.273449,3.566317
-0.259909,-0.636628,3.565708
-0.069493,-0.659633,3.461573
-0.220936,-0.892804,3.617829
-0.068404,-0.964878,3.325488
-0.210639,-0.922403,3.535702
-0.058107,-0.994476,3.243361
-0.188386,0.364591,3.628547
-0.174217,0.187479,3.584477
-0.318023,0.128496,3.537011
-0.034381,0.120508,3.601596
-0.377870,-0.097282,3.550269
0.034423,-0.105399,3.592588
-0.419711,-0.330169,3.592588
0.080332,-0.333190,3.531251
-0.422762,-0.410080,3.491987
0.077027,-0.415395,3.500586
-0.181449,-0.147960,3.588650
-0.171770,-0.207880,3.541332
-0.238155,-0.271027,3.518965
-0.106244,-0.274891,3.542507
-0.251695,-0.664197,3.555314
-0.056226,-0.623591,3.457960
-0.202942,-0.893027,3.583121
-0.065882,-0.917040,3.330780
-0.185892,-0.922025,3.501976
-0.048833,-0.946038,3.249635
-0.179368,0.367299,3.615159
-0.181765,0.193307,3.565096
-0.319628,0.124357,3.526646
-0.018904,0.119102,3.582088
-0.380251,-0.102821,3.529430
0.039981,-0.110057,3.565917
-0.419143,-0.335891,3.565917
0.083403,-0.339894,3.501630
-0.438574,-0.511849,3.467895
0.078865,-0.420215,3.478147
-0.175168,-0.144747,3.564863
-0.164157,-0.204051,3.516379
-0.228811,-0.270211,3.490618
-0.092685,-0.275208,3.518663
-0.243364,-0.669000,3.539257
-0.050998,-0.652645,3.415946
-0.207947,-0.898852,3.572670
-0.067079,-0.966488,3.310215
-0.194136,-0.927183,3.490524
-0.053268,-0.994819,3.228069
-0.169964,0.366496,3.600640
-0.164737,0.190621,3.543129
-0.311212,0.135392,3.498059
-0.012705,0.119448,3.559924
-0.374739,-0.089950,3.508789
0.044497,-0.109351,3.556653
-0.413799,-0.323443,3.556653
0.082338,-0.334044,3.488876
-0.412544,-0.397986,3.440128
0.079024,-0.422392,3.468374
-0.163408,-0.149150,3.545660
-0.152176,-0.209240,3.498118
-0.215975,-0.279434,3.458868
-0.083547,-0.280015,3.511448
-0.244306,-0.665972,3.514658
-0.057872,-0.662533,3.400671
-0.201841,-0.893422,3.552721
-0.071182,-0.975418,3.290652
-0.275348,-0.882051,3.545645
-0.055310,-1.004139,3.209104
-0.173970,0.372499,3.583010
-0.160127,0.195229,3.531865
-0.308335,0.136684,3.478273
-0.006090,0.127624,3.553329
-0.367725,-0.090516,3.484797
0.053359,-0.101624,3.535707
-0.408875,-0.322343,3.535707
0.086322,-0.330046,3.445444
-0.411675,-0.410627,3.433870
0.098372,-0.408181,3.428210
-0.159821,-0.144020,3.528044
-0.146862,-0.202992,3.479225
-0.215035,-0.276334,3.449137
-0.072707,-0.270379,3.484395
-0.253783,-0.626827,3.467827
-0.045802,-0.632659,3.387588
-0.207795,-0.848225,3.522437
-0.065369,-0.937086,3.281249
-0.189158,-0.876450,3.441303
-0.046733,-0.965311,3.200114
-0.164737,0.372781,3.567602
-0.155866,0.204132,3.510730
-0.303326,0.140408,3.456168
-0.036008,0.175493,3.491317
-0.359836,-0.087607,3.461992
0.028781,-0.051984,3.480237
-0.403855,-0.319003,3.480237
0.071378,-0.278348,3.423591
-0.401454,-0.401738,3.390764
0.085386,-0.365200,3.398189
-0.148772,-0.138743,3.511100
-0.141562,-0.198917,3.461529
-0.199884,-0.263000,3.429316
-0.075036,-0.263699,3.469696
-0.242171,-0.622074,3.447336
-0.070535,-0.657370,3.344172
-0.207737,-0.873579,3.494723
-0.073695,-0.974166,3.248691
-0.199723,-0.901865,3.411903
-0.065681,-1.002452,3.165870
-0.164935,0.378358,3.532121
-0.153583,0.232852,3.467475
-0.296283,0.148537,3.443120
0.002685,0.145674,3.491205
-0.348387,-0.082592,3.423764
0.057090,-0.084504,3.481171
-0.394950,-0.314828,3.481171
0.094165,-0.310984,3.402852
-0.394643,-0.398467,3.372336
0.088858,-0.390025,3.368601
-0.148050,-0.127725,3.476840
-0.138416,-0.192449,3.428708
-0.200044,-0.257359,3.406301
-0.071059,-0.262929,3.435218
-0.236676,-0.629795,3.422790
-0.064717,-0.676619,3.326430
-0.191221,-0.863482,3.426869
-0.071247,-0.993910,3.233672
-0.179288,-0.892872,3.344730
-0.059314,-1.023300,3.151533
-0.169632,0.376968,3.517061
-0.153882,0.232057,3.462059
-0.285473,0.137134,3.414522
0.006265,0.144462,3.482790
-0.346841,-0.090565,3.413487
0.074016,-0.082650,3.462255
-0.388841,-0.322713,3.462255
0.101033,-0.301506,3.377596
-0.386190,-0.394765,3.325387
0.098141,-0.388883,3.345742
-0.145204,-0.126345,3.456369
-0.130781,-0.187914,3.405071
-0.190906,-0.250918,3.376464
-0.061203,-0.258473,3.408342
-0.227650,-0.632347,3.389023
-0.043981,-0.624305,3.320497
-0.186118,-0.866424,3.394230
-0.055795,-0.891832,3.222583
-0.169175,-0.894467,3.312469
